id,@context,@type,@id,name,image,description,sku,gtin13,brand.@type,brandname,url,offers.@type,offers.url,offers.priceCurrency,offers.price,offers.itemCondition,offers.availability,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.ratingCount,aggregateRating.reviewCount,dt_created,kategori
2371,https://schema.org/,Product,https://www.trendyol.com/nutraxin/magnezyum-complex-60-tablet-125-mg-bisiglinat-taurat-malat-sitrat-b6-p-450797981#baseproduct,Nutraxin Magnezyum Complex 60 Tablet 125 Mg - Bisiglinat - Taurat - Malat - Sitrat - B6,"https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231006/13/fa0414f2-1206-3b74-a100-b26fefe1261a/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1008/product/media/images/prod/SPM/PIM/20231006/13/c75ab126-ef40-3a32-a030-b49dab313543/1_org_zoom...","""Nutraxin Magnezyum Complex 60 Tablet 125 Mg - Bisiglinat - Taurat - Malat - Sitrat - B6 yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın.""",450797981,8680512632108,Brand,Nutraxin,https://www.trendyol.com/nutraxin/magnezyum-complex-60-tablet-125-mg-bisiglinat-taurat-malat-sitrat-b6-p-450797981,Offer,https://www.trendyol.com/nutraxin/magnezyum-complex-60-tablet-125-mg-bisiglinat-taurat-malat-sitrat-b6-p-450797981,TRY,174.80,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,1476,888,2023-12-12 16:02:18,vitamin-x-c105087
